1775986973.070226 server started (521): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1775986973.070241 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1775986973.070246 using libevent 2.1.12-stable poll
1775986973.070247 using ncurses 6.4 20240113
1775986973.071377 yylex_token: end at WS
1775986973.071378 yylex_token: command-prompt
1775986973.071379 yylex_token: end at WS
1775986973.071380 yylex_token: -I#S
1775986973.071381 yylex_token: end at WS
1775986973.071382 yylex_token: rename-session
1775986973.071383 yylex_token: end at WS
1775986973.071384 yylex_token: --
1775986973.071385 yylex_token: end at WS
1775986973.071386 yylex_token: %%
1775986973.071388 cmd_parse_build_commands 0:0: bind
1775986973.071389 cmd_parse_build_commands 0:1: -N
1775986973.071390 cmd_parse_build_commands 0:2: Rename current session
1775986973.071391 cmd_parse_build_commands 0:3: $
1775986973.071393 cmd_parse_build_commands 0:4 0:0: command-prompt
1775986973.071394 cmd_parse_build_commands 0:4 0:1: -I#S
1775986973.071395 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1775986973.071396 cmd_parse_build_commands 0:4 0:2 0:1: --
1775986973.071398 cmd_parse_build_commands 0:4 0:2 0:2: %%
1775986973.071399 cmd_parse_build_commands 0:0: command-prompt
1775986973.071400 cmd_parse_build_commands 0:1: -I#S
1775986973.071401 cmd_parse_build_commands 0:2 0:0: rename-session
1775986973.071403 cmd_parse_build_commands 0:2 0:1: --
1775986973.071404 cmd_parse_build_commands 0:2 0:2: %%
1775986973.071405 cmd_parse_build_commands 0:0: rename-session
1775986973.071406 cmd_parse_build_commands 0:1: --
1775986973.071407 cmd_parse_build_commands 0:2: %%
1775986973.071409 args_parse_flags: next --
1775986973.071410 args_parse: flags end at 2 of 3
1775986973.071411 args_parse: 2 = %% (type STRING)
1775986973.071414 cmd_parse_build_commands: rename-session "%%"
1775986973.071415 args_parse_flags: next -I#S
1775986973.071416 args_parse_flag_argument: -I = #S
1775986973.071417 args_parse: flags end at 2 of 3
1775986973.071419 args_parse: 2 = rename-session "%%" (type COMMANDS)
1775986973.071422 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1775986973.071423 args_parse_flags: next -N
1775986973.071424 args_parse_flag_argument: -N = Rename current session
1775986973.071425 args_parse_flags: next $
1775986973.071427 args_parse: flags end at 3 of 5
1775986973.071428 args_parse: 3 = $ (type STRING)
1775986973.071431 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1775986973.071435 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1775986973.071440 cmdq_get_command: [bind-key/0x616815b13ee0] group 58
1775986973.071441 cmdq_append <global>: [bind-key/0x616815b13ee0]
1775986973.071444 yylex_token: end at WS
1775986973.071445 yylex_token: bind
1775986973.071446 yylex_token: end at WS
1775986973.071447 yylex_token: -N
1775986973.071449 yylex_token: end at WS
1775986973.071450 yylex_token: Split window horizontally
1775986973.071451 yylex_get_word: %
1775986973.071452 yylex_token: end at WS
1775986973.071453 yylex_token: split-window
1775986973.071454 yylex_token: end at WS
1775986973.071455 yylex_token: -h
1775986973.071457 cmd_parse_build_commands 0:0: bind
1775986973.071458 cmd_parse_build_commands 0:1: -N
1775986973.071459 cmd_parse_build_commands 0:2: Split window horizontally
1775986973.071460 cmd_parse_build_commands 0:3: %
1775986973.071461 cmd_parse_build_commands 0:4 0:0: split-window
1775986973.071462 cmd_parse_build_commands 0:4 0:1: -h
1775986973.071464 cmd_parse_build_commands 0:0: split-window
1775986973.071465 cmd_parse_build_commands 0:1: -h
1775986973.071467 args_parse_flags: next -h
1775986973.071469 args_parse_flags: -h
1775986973.071470 args_parse: flags end at 2 of 2
1775986973.071471 cmd_parse_build_commands: split-window -h
1775986973.071473 args_parse_flags: next -N
1775986973.071474 args_parse_flag_argument: -N = Split window horizontally
1775986973.071475 args_parse_flags: next %
1775986973.071476 args_parse: flags end at 3 of 5
1775986973.071477 args_parse: 3 = % (type STRING)
1775986973.071479 args_parse: 4 = split-window -h (type COMMANDS)
1775986973.071482 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1775986973.071484 cmdq_get_command: [bind-key/0x616815b0ece0] group 70
1775986973.071485 cmdq_append <global>: [bind-key/0x616815b0ece0]
1775986973.071487 yylex_token: end at WS
1775986973.071488 yylex_token: bind
1775986973.071489 yylex_token: end at WS
1775986973.071490 yylex_token: -N
1775986973.071491 yylex_token: end at WS
1775986973.071492 yylex_token: Kill current window
1775986973.071493 yylex_token: end at WS
1775986973.071494 yylex_token: &
1775986973.071496 yylex_token: end at WS
1775986973.071497 yylex_token: confirm-before
1775986973.071498 yylex_token: end at WS
1775986973.071499 yylex_token: -pkill-window #W? (y/n)
1775986973.071501 yylex_token: end at WS
1775986973.071501 yylex_token: kill-window
1775986973.071503 cmd_parse_build_commands 0:0: bind
1775986973.071504 cmd_parse_build_commands 0:1: -N
1775986973.071505 cmd_parse_build_commands 0:2: Kill current window
1775986973.071506 cmd_parse_build_commands 0:3: &
1775986973.071508 cmd_parse_build_commands 0:4 0:0: confirm-before
1775986973.071509 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1775986973.071510 cmd_parse_build_commands 0:4 0:2: kill-window
1775986973.071511 cmd_parse_build_commands 0:0: confirm-before
1775986973.071513 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1775986973.071514 cmd_parse_build_commands 0:2: kill-window
1775986973.071515 args_parse_flags: next -pkill-window #W? (y/n)
1775986973.071517 args_parse_flag_argument: -p = kill-window #W? (y/n)
1775986973.071518 args_parse_flags: next kill-window
1775986973.071519 args_parse: flags end at 2 of 3
1775986973.071520 args_parse: 2 = kill-window (type STRING)
1775986973.071523 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1775986973.071524 args_parse_flags: next -N
1775986973.071525 args_parse_flag_argument: -N = Kill current window
1775986973.071526 args_parse_flags: next &
1775986973.071527 args_parse: flags end at 3 of 5
1775986973.071528 args_parse: 3 = & (type STRING)
1775986973.071531 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1775986973.071535 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1775986973.071537 cmdq_get_command: [bind-key/0x616815b14a80] group 78
1775986973.071538 cmdq_append <global>: [bind-key/0x616815b14a80]
1775986973.071550 yylex_token: end at WS
1775986973.071554 yylex_token: bind
1775986973.071555 yylex_token: end at WS
1775986973.071556 yylex_token: -N
1775986973.071558 yylex_token: end at WS
1775986973.071559 yylex_token: Prompt for window index to select
1775986973.071560 yylex_token: end at WS
1775986973.071561 yylex_token: '
1775986973.071563 yylex_token: end at WS
1775986973.071564 yylex_token: command-prompt
1775986973.071565 yylex_token: end at WS
1775986973.071566 yylex_token: -T
1775986973.071567 yylex_token: end at WS
1775986973.071568 yylex_token: window-target
1775986973.071569 yylex_token: end at WS
1775986973.071570 yylex_token: -pindex
1775986973.071571 yylex_token: end at WS
1775986973.071572 yylex_token: select-window
1775986973.071574 yylex_token: end at WS
1775986973.071574 yylex_token: -t
1775986973.071576 yylex_token: end at WS
1775986973.071576 yylex_token: :%%
1775986973.071587 cmd_parse_build_commands 0:0: bind
1775986973.071589 cmd_parse_build_commands 0:1: -N
1775986973.071590 cmd_parse_build_commands 0:2: Prompt for window index to select
1775986973.071591 cmd_parse_build_commands 0:3: '
1775986973.071593 cmd_parse_build_commands 0:4 0:0: command-prompt
1775986973.071594 cmd_parse_build_commands 0:4 0:1: -T
1775986973.071595 cmd_parse_build_commands 0:4 0:2: window-target
1775986973.071596 cmd_parse_build_commands 0:4 0:3: -pindex
1775986973.071598 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1775986973.071599 cmd_parse_build_commands 0:4 0:4 0:1: -t
1775986973.071600 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1775986973.071602 cmd_parse_build_commands 0:0: command-prompt
1775986973.071603 cmd_parse_build_commands 0:1: -T
1775986973.071604 cmd_parse_build_commands 0:2: window-target
1775986973.071605 cmd_parse_build_commands 0:3: -pindex
1775986973.071606 cmd_parse_build_commands 0:4 0:0: select-window
1775986973.071607 cmd_parse_build_commands 0:4 0:1: -t
1775986973.071609 cmd_parse_build_commands 0:4 0:2: :%%
1775986973.071610 cmd_parse_build_commands 0:0: select-window
1775986973.071611 cmd_parse_build_commands 0:1: -t
1775986973.071612 cmd_parse_build_commands 0:2: :%%
1775986973.071615 args_parse_flags: next -t
1775986973.071616 args_parse_flag_argument: -t = :%%
1775986973.071617 args_parse: flags end at 3 of 3
1775986973.071619 cmd_parse_build_commands: select-window -t ":%%"
1775986973.071621 args_parse_flags: next -T
1775986973.071622 args_parse_flag_argument: -T = window-target
1775986973.071623 args_parse_flags: next -pindex
1775986973.071624 args_parse_flag_argument: -p = index
1775986973.071626 args_parse: flags end at 4 of 5
1775986973.071628 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1775986973.071631 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1775986973.071633 args_parse_flags: next -N
1775986973.071634 args_parse_flag_argument: -N = Prompt for window index to select
1775986973.071635 args_parse_flags: next '
1775986973.071636 args_parse: flags end at 3 of 5
1775986973.071637 args_parse: 3 = ' (type STRING)
1775986973.071641 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1775986973.071646 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1775986973.071649 cmdq_get_command: [bind-key/0x616815b15830] group 86
1775986973.071651 cmdq_append <global>: [bind-key/0x616815b15830]
1775986973.071654 yylex_token: end at WS
1775986973.071655 yylex_token: bind
1775986973.071656 yylex_token: end at WS
1775986973.071657 yylex_token: -N
1775986973.071659 yylex_token: end at WS
1775986973.071660 yylex_token: Switch to previous client
1775986973.071661 yylex_token: end at WS
1775986973.071662 yylex_token: (
1775986973.071663 yylex_token: end at WS
1775986973.071664 yylex_token: switch-client
1775986973.071665 yylex_token: end at WS
1775986973.071666 yylex_token: -p
1775986973.071668 cmd_parse_build_commands 0:0: bind
1775986973.071669 cmd_parse_build_commands 0:1: -N
1775986973.071670 cmd_parse_build_commands 0:2: Switch to previous client
1775986973.071674 cmd_parse_build_commands 0:3: (
1775986973.071676 cmd_parse_build_commands 0:4 0:0: switch-client
1775986973.071677 cmd_parse_build_commands 0:4 0:1: -p
1775986973.071678 cmd_parse_build_commands 0:0: switch-client
1775986973.071679 cmd_parse_build_commands 0:1: -p
1775986973.071682 args_parse_flags: next -p
1775986973.071683 args_parse_flags: -p
1775986973.071684 args_parse: flags end at 2 of 2
1775986973.071686 cmd_parse_build_commands: switch-client -p
1775986973.071687 args_parse_flags: next -N
1775986973.071688 args_parse_flag_argument: -N = Switch to previous client
1775986973.071689 args_parse_flags: next (
1775986973.071690 args_parse: flags end at 3 of 5
1775986973.071691 args_parse: 3 = ( (type STRING)
1775986973.071693 args_parse: 4 = switch-client -p (type COMMANDS)
1775986973.071697 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1775986973.071699 cmdq_get_command: [bind-key/0x616815b15930] group 98
1775986973.071700 cmdq_append <global>: [bind-key/0x616815b15930]
1775986973.071701 yylex_token: end at WS
1775986973.071702 yylex_token: bind
1775986973.071703 yylex_token: end at WS
1775986973.071704 yylex_token: -N
1775986973.071706 yylex_token: end at WS
1775986973.071707 yylex_token: Switch to next client
1775986973.071708 yylex_token: end at WS
1775986973.071709 yylex_token: )
1775986973.071710 yylex_token: end at WS
1775986973.071711 yylex_token: switch-client
1775986973.071712 yylex_token: end at WS
1775986973.071713 yylex_token: -n
1775986973.071714 cmd_parse_build_commands 0:0: bind
1775986973.071715 cmd_parse_build_commands 0:1: -N
1775986973.071717 cmd_parse_build_commands 0:2: Switch to next client
1775986973.071718 cmd_parse_build_commands 0:3: )
1775986973.071719 cmd_parse_build_commands 0:4 0:0: switch-client
1775986973.071720 cmd_parse_build_commands 0:4 0:1: -n
1775986973.071722 cmd_parse_build_commands 0:0: switch-client
1775986973.071723 cmd_parse_build_commands 0:1: -n
1775986973.071725 args_parse_flags: next -n
1775986973.071726 args_parse_flags: -n
1775986973.071728 args_parse: flags end at 2 of 2
1775986973.071729 cmd_parse_build_commands: switch-client -n
1775986973.071730 args_parse_flags: next -N
1775986973.071732 args_parse_flag_argument: -N = Switch to next client
1775986973.071733 args_parse_flags: next )
1775986973.071734 args_parse: flags end at 3 of 5
1775986973.071735 args_parse: 3 = ) (type STRING)
1775986973.071737 args_parse: 4 = switch-client -n (type COMMANDS)
1775986973.071740 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1775986973.071742 cmdq_get_command: [bind-key/0x616815b15cd0] group 106
1775986973.071743 cmdq_append <global>: [bind-key/0x616815b15cd0]
1775986973.071745 yylex_token: end at WS
1775986973.071745 yylex_token: bind
1775986973.071746 yylex_token: end at WS
1775986973.071747 yylex_token: -N
1775986973.071749 yylex_token: end at WS
1775986973.071750 yylex_token: Rename current window
1775986973.071751 yylex_token: end at WS
1775986973.071752 yylex_token: ,
1775986973.071753 yylex_token: end at WS
1775986973.071754 yylex_token: command-prompt
1775986973.071755 yylex_token: end at WS
1775986973.071756 yylex_token: -I#W
1775986973.071758 yylex_token: end at WS
1775986973.071759 yylex_token: rename-window
1775986973.071760 yylex_token: end at WS
1775986973.071761 yylex_token: --
1775986973.071762 yylex_token: end at WS
1775986973.071762 yylex_token: %%
1775986973.071764 cmd_parse_build_commands 0:0: bind
1775986973.071765 cmd_parse_build_commands 0:1: -N
1775986973.071767 cmd_parse_build_commands 0:2: Rename current window
1775986973.071768 cmd_parse_build_commands 0:3: ,
1775986973.071769 cmd_parse_build_commands 0:4 0:0: command-prompt
1775986973.071770 cmd_parse_build_commands 0:4 0:1: -I#W
1775986973.071771 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1775986973.071772 cmd_parse_build_commands 0:4 0:2 0:1: --
1775986973.071774 cmd_parse_build_commands 0:4 0:2 0:2: %%
1775986973.071775 cmd_parse_build_commands 0:0: command-prompt
1775986973.071779 cmd_parse_build_commands 0:1: -I#W
1775986973.071781 cmd_parse_build_commands 0:2 0:0: rename-window
1775986973.071782 cmd_parse_build_commands 0:2 0:1: --
1775986973.071783 cmd_parse_build_commands 0:2 0:2: %%
1775986973.071784 cmd_parse_build_commands 0:0: rename-window
1775986973.071785 cmd_parse_build_commands 0:1: --
1775986973.071786 cmd_parse_build_commands 0:2: %%
1775986973.071788 args_parse_flags: next --
1775986973.071789 args_parse: flags end at 2 of 3
1775986973.071790 args_parse: 2 = %% (type STRING)
1775986973.071792 cmd_parse_build_commands: rename-window "%%"
1775986973.071794 args_parse_flags: next -I#W
1775986973.071795 args_parse_flag_argument: -I = #W
1775986973.071796 args_parse: flags end at 2 of 3
1775986973.071798 args_parse: 2 = rename-window "%%" (type COMMANDS)
1775986973.071801 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1775986973.071803 args_parse_flags: next -N
1775986973.071804 args_parse_flag_argument: -N = Rename current window
1775986973.071805 args_parse_flags: next ,
1775986973.071806 args_parse: flags end at 3 of 5
1775986973.071807 args_parse: 3 = , (type STRING)
1775986973.071810 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1775986973.071814 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1775986973.071816 cmdq_get_command: [bind-key/0x616815b16b40] group 114
1775986973.071817 cmdq_append <global>: [bind-key/0x616815b16b40]
1775986973.071821 yylex_token: end at WS
1775986973.071822 yylex_token: bind
1775986973.071823 yylex_token: end at WS
1775986973.071824 yylex_token: -N
1775986973.071826 yylex_token: end at WS
1775986973.071827 yylex_token: Delete the most recent paste buffer
1775986973.071828 yylex_token: end at WS
1775986973.071829 yylex_token: -
1775986973.071830 yylex_token: end at WS
1775986973.071831 yylex_token: delete-buffer
1775986973.071833 cmd_parse_build_commands 0:0: bind
1775986973.071834 cmd_parse_build_commands 0:1: -N
1775986973.071836 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1775986973.071837 cmd_parse_build_commands 0:3: -
1775986973.071838 cmd_parse_build_commands 0:4 0:0: delete-buffer
1775986973.071839 cmd_parse_build_commands 0:0: delete-buffer
1775986973.071841 args_parse: flags end at 1 of 1
1775986973.071842 cmd_parse_build_commands: delete-buffer
1775986973.071844 args_parse_flags: next -N
1775986973.071845 args_parse_flag_argument: -N = Delete the most recent paste buffer
1775986973.071846 args_parse_flags: next -
1775986973.071847 args_parse: flags end at 3 of 5
1775986973.071848 args_parse: 3 = - (type STRING)
1775986973.071850 args_parse: 4 = delete-buffer (type COMMANDS)
1775986973.071853 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1775986973.071855 cmdq_get_command: [bind-key/0x616815b17130] group 126
1775986973.071856 cmdq_append <global>: [bind-key/0x616815b17130]
1775986973.071858 yylex_token: end at WS
1775986973.071859 yylex_token: bind
1775986973.071860 yylex_token: end at WS
1775986973.071861 yylex_token: -N
1775986973.071862 yylex_token: end at WS
1775986973.071863 yylex_token: Move the current window
1775986973.071864 yylex_token: end at WS
1775986973.071865 yylex_token: .
1775986973.071867 yylex_token: end at WS
1775986973.071867 yylex_token: command-prompt
1775986973.071868 yylex_token: end at WS
1775986973.071869 yylex_token: -T
1775986973.071871 yylex_token: end at WS
1775986973.071872 yylex_token: target
1775986973.071873 yylex_token: end at WS
1775986973.071874 yylex_token: move-window
1775986973.071875 yylex_token: end at WS
1775986973.071876 yylex_token: -t
1775986973.071877 yylex_token: end at WS
1775986973.071878 yylex_token: %%
1775986973.071880 cmd_parse_build_commands 0:0: bind
1775986973.071881 cmd_parse_build_commands 0:1: -N
1775986973.071882 cmd_parse_build_commands 0:2: Move the current window
1775986973.071883 cmd_parse_build_commands 0:3: .
1775986973.071885 cmd_parse_build_commands 0:4 0:0: command-prompt
1775986973.071888 cmd_parse_build_commands 0:4 0:1: -T
1775986973.071889 cmd_parse_build_commands 0:4 0:2: target
1775986973.071891 cmd_parse_build_commands 0:4 0:3 0:0: move-window
